family,arm,engine,seed,record,live_s,seed_mps2,true_bz_at_live_mps2,x_startup_rms_m,x_gated_rms_m,x_ref_gated_rms_m,y_startup_rms_m,y_gated_rms_m,y_ref_gated_rms_m,z_startup_rms_m,z_gated_rms_m,z_ref_gated_rms_m,z_peak_300_m,z_ref_startup_rms_m,roll_startup_rms_deg,roll_gated_rms_deg,pitch_startup_rms_deg,pitch_gated_rms_deg,yaw_startup_rms_deg,yaw_gated_rms_deg
OU-III,seed,off,3033,gerstner_H4.000,32.7428,-0.023622,-0.0573191,0.858023,0.316185,1.07262,0.23656,0.227095,0,4.94284,0.192823,1.46764,7.40225,1.4709,0.0551716,0.158694,0.427115,0.0910309,4.82155,5.35066
OU-III,seed,off,3033,gerstner_H8.500,35.7134,-0.00526544,-0.0564409,2.46253,0.77782,2.55542,0.571222,0.477065,0,16.8317,0.405562,3.06514,26.5064,3.08196,0.0735647,0.15094,0.844815,0.111967,5.08463,5.32126
OU-III,seed,off,3033,cnoidal_H0.270,31.8377,-0.0183934,-0.0569939,0.0456613,0.0430615,0.030964,0.011698,0.0112384,0,0.372304,0.0261552,0.0522243,0.604519,0.052182,0.02594,0.141192,0.0784888,0.129164,4.68002,5.2494
OU-III,seed,off,3033,cnoidal_H1.500,31.8377,-0.0185946,-0.0569939,0.441992,0.43722,0.230151,0.0210313,0.0319378,0,0.558636,0.374651,0.272238,1.08626,0.271661,0.0283479,0.1606,0.264435,0.796324,4.35948,6.88829
OU-III,seed,off,3033,cnoidal_H4.000,38.519,-0.034712,-0.0552206,1.18263,1.20043,0.659043,0.0429661,0.105812,0,1.14872,1.34832,0.713867,2.07479,0.710129,0.029469,0.148788,0.441354,1.87907,4.75386,9.96389
OU-III,seed,off,3033,cnoidal_H8.500,37.2388,-0.00302434,-0.0560834,2.18451,2.26105,1.41758,0.0364381,0.137408,0,3.1528,3.37635,1.47381,6.77583,1.49164,0.026323,0.15276,0.551509,1.8648,4.80124,9.70166
OU-III,seed,off,3033,fenton_H0.270,31.8377,-0.023605,-0.0570035,0.0117154,0.010401,0.0158745,0.0120187,0.00980737,0,0.379024,0.0129921,0.078717,0.762682,0.0787619,0.0294282,0.13809,0.0709923,0.131577,4.69345,5.28128
OU-III,seed,off,3033,fenton_H1.500,31.8377,-0.0196777,-0.0570035,0.172906,0.0945504,0.299977,0.0899577,0.0828709,0,2.13245,0.0723233,0.566739,3.46202,0.566402,0.0474816,0.149481,0.145984,0.0967417,4.74925,5.35865
OU-III,seed,off,3033,fenton_H4.000,38.9841,-0.0254796,-0.0562096,0.744545,0.31009,1.06918,0.20748,0.224054,0,4.49844,0.189541,1.46837,7.08973,1.471,0.0545406,0.14922,0.893883,0.103612,5.15212,5.33755
OU-III,seed,off,3033,fenton_H8.500,35.4434,-0.0298705,-0.0562632,2.33854,0.760082,2.5493,0.453965,0.484465,0,9.27846,0.395346,3.06624,13.9703,3.08274,0.0767025,0.159506,0.662889,0.0803453,4.87651,5.45174
OU-III,seed,off,3033,jonswap_H0.270,31.8377,-0.0175912,-0.0569939,0.0090831,0.00870616,0.00935647,0.00904701,0.00838941,0.00416604,0.324906,0.0111754,0.0534438,0.488594,0.0544531,0.0270536,0.263524,0.0624012,0.115574,4.42137,2.73101
OU-III,seed,off,3033,jonswap_H1.500,31.8377,-0.0170211,-0.0569939,0.0874783,0.0705444,0.164757,0.0657583,0.059012,0.0717971,1.46761,0.0582237,0.390972,2.35316,0.352913,0.0606399,0.132942,0.0850388,0.116678,4.44607,2.74382
OU-III,seed,off,3033,jonswap_H4.000,31.8377,-0.0169047,-0.0569939,0.264752,0.218163,0.588407,0.204107,0.174006,0.311768,3.44935,0.15306,1.04309,5.15654,0.831127,0.0663826,0.181105,0.165018,0.110388,4.44225,1.79905
OU-III,seed,off,3033,jonswap_H8.500,31.8377,-0.0264059,-0.0569939,0.994194,0.539527,1.3709,0.504011,0.350212,0.834738,5.76039,0.308517,2.15464,9.30686,1.74296,0.161002,0.233255,0.479801,0.110377,4.07076,2.46159
OU-III,seed,off,3033,pmstokes_H0.270,31.8377,-0.0175156,-0.0569939,0.00914172,0.00880978,0.00881326,0.00904907,0.00836669,0.00430301,0.323935,0.0110866,0.0499133,0.501201,0.0498557,0.0270139,0.266213,0.0621627,0.1118,4.44465,3.03208
OU-III,seed,off,3033,pmstokes_H1.500,31.8377,-0.0124416,-0.0569939,0.0826446,0.0682575,0.15315,0.064269,0.0568822,0.0700072,1.45361,0.0577677,0.385566,2.2497,0.347642,0.0601705,0.132944,0.0807134,0.123763,4.42081,2.51693
OU-III,seed,off,3033,pmstokes_H4.000,31.8377,-0.00967567,-0.0569939,0.285655,0.212935,0.560845,0.205422,0.172384,0.299666,3.66543,0.152954,1.04038,5.38413,0.84498,0.0783924,0.165289,0.196558,0.11267,4.41372,2.03299
OU-III,seed,off,3033,pmstokes_H8.500,31.8377,-0.0243243,-0.0569939,1.11798,0.53894,1.35069,0.588726,0.33431,0.791527,5.66607,0.311392,2.16784,8.58935,1.78784,0.218902,0.272089,0.475915,0.121061,4.07856,2.21003
OU-III,seed,on,default,gerstner_H0.270,31.8377,0.0696127,0.0482045,0.026093,0.0118455,0.0159078,0.0168591,0.0102331,0,0.171579,0.0152343,0.078711,0.346023,0.0788203,0.052084,0.0804131,0.138197,0.335415,1.18396,0.613904
OU-III,seed,on,default,gerstner_H1.500,31.8377,0.0659511,0.0482045,0.20364,0.0918862,0.301023,0.0946996,0.0782443,0,0.515107,0.0835473,0.566316,1.37052,0.567006,0.0671414,0.165866,0.292687,0.977733,1.6618,4.50706
OU-III,seed,on,default,gerstner_H4.000,51.4468,0.0730805,0.0480851,0.891617,0.325372,1.07262,0.21084,0.226839,0,1.68142,0.213063,1.46764,3.19121,1.4709,0.0867498,0.172036,1.72539,0.962085,4.57825,4.53122
OU-III,seed,on,default,gerstner_H8.500,36.0485,0.08858,0.0491839,2.46859,0.819201,2.55542,0.605552,0.497846,0,6.32716,0.428095,3.06514,10.4751,3.08196,0.12547,0.168852,0.782667,0.958755,2.10871,4.45937
OU-III,seed,on,default,cnoidal_H0.270,33.1229,0.068709,0.0480994,0.046528,0.0457506,0.030964,0.0128197,0.0106942,0,0.105866,0.0378367,0.0522243,0.182779,0.052182,0.0450854,0.135292,0.157447,0.094271,2.265,1.14537
OU-III,seed,on,default,cnoidal_H1.500,35.7084,0.0683576,0.0493509,0.416296,0.41759,0.230151,0.0177867,0.0182123,0,0.452198,0.463477,0.272238,0.776366,0.271661,0.046859,0.154301,0.27523,0.344824,2.17369,1.69383
OU-III,seed,on,default,cnoidal_H4.000,39.0941,0.0626571,0.0501112,1.1098,1.13694,0.659043,0.0315594,0.0333469,0,1.24346,1.34012,0.713867,2.30352,0.710129,0.0467504,0.149291,0.480776,0.954395,2.96644,3.14499
OU-III,seed,on,default,cnoidal_H8.500,36.8587,0.0893724,0.049318,2.0755,2.15398,1.41758,0.0377934,0.0469131,0,2.50171,2.6849,1.47381,4.24018,1.49164,0.0455984,0.19279,0.490034,0.560488,2.57998,1.79941
OU-III,seed,on,default,fenton_H0.270,31.8377,0.0616722,0.0482048,0.0161631,0.0117054,0.0158745,0.0145833,0.0101481,0,0.0870405,0.0150789,0.078717,0.205105,0.0787619,0.0459394,0.0773249,0.173628,0.309216,1.19591,0.5484
OU-III,seed,on,default,fenton_H1.500,31.8377,0.0649124,0.0482048,0.219339,0.0897998,0.299977,0.0766657,0.0767985,0,0.460403,0.081667,0.566739,1.4238,0.566402,0.0707578,0.155109,0.311616,0.911534,1.43578,4.29037
OU-III,seed,on,default,fenton_H4.000,32.5427,0.0744193,0.0479514,0.819374,0.317496,1.06918,0.298104,0.228655,0,1.94931,0.20943,1.46837,3.60552,1.471,0.0925299,0.179716,0.529281,1.02182,1.96054,4.68796
OU-III,seed,on,default,fenton_H8.500,35.1833,0.0633401,0.0488922,2.7015,0.798992,2.5493,0.642851,0.497012,0,3.22915,0.420554,3.06624,7.47632,3.08274,0.150988,0.192202,0.886842,1.00646,2.48539,4.62297
OU-III,seed,on,default,jonswap_H0.270,31.8377,0.0677754,0.0482045,0.0129831,0.0094265,0.00935647,0.0137693,0.0090621,0.00416604,0.129619,0.013229,0.0534438,0.244598,0.0544531,0.0485377,0.158044,0.136403,0.1586,1.62595,1.29324
OU-III,seed,on,default,jonswap_H1.500,31.8377,0.0672425,0.0482045,0.0944519,0.0696132,0.164757,0.0636248,0.0639658,0.0717971,0.341954,0.0688899,0.390972,0.96163,0.352913,0.0732044,0.171207,0.194903,0.903568,1.57385,5.95861
OU-III,seed,on,default,jonswap_H4.000,31.8377,0.0666314,0.0482045,0.295184,0.263555,0.588407,0.198628,0.163608,0.311768,0.772734,0.176821,1.04309,2.62072,0.831127,0.0801171,0.187846,0.265102,0.783243,1.15191,6.28142
OU-III,seed,on,default,jonswap_H8.500,31.8377,0.0557003,0.0482045,1.00036,0.548186,1.3709,0.592766,0.491213,0.834738,0.69161,0.342486,2.15464,4.58702,1.74296,0.192237,0.30464,0.536354,0.714599,1.411,5.06748
OU-III,seed,on,default,pmstokes_H0.270,31.8377,0.0678499,0.0482045,0.0134102,0.00936817,0.00881326,0.0142153,0.00898272,0.00430301,0.138284,0.0132236,0.0499133,0.261235,0.0498557,0.0487676,0.159973,0.137646,0.147373,1.68451,0.976261
OU-III,seed,on,default,pmstokes_H1.500,31.8377,0.0717612,0.0482045,0.0918618,0.0708024,0.15315,0.0626001,0.0624601,0.0700072,0.384178,0.0689458,0.385566,0.947614,0.347642,0.0715135,0.177689,0.191807,0.845692,1.37564,5.7193
OU-III,seed,on,default,pmstokes_H4.000,31.8377,0.0730677,0.0482045,0.301628,0.266626,0.560845,0.203163,0.163136,0.299666,0.972287,0.177667,1.04038,2.85325,0.84498,0.0897771,0.151693,0.245447,0.648261,0.779064,5.16466
OU-III,seed,on,default,pmstokes_H8.500,31.8377,0.0561654,0.0482045,1.12096,0.572262,1.35069,0.682021,0.4848,0.791527,0.772519,0.3529,2.16784,5.32212,1.78784,0.252201,0.364202,0.510493,0.561915,1.27256,4.33567
OU-III,seed,on,11,gerstner_H0.270,31.8377,0.0113393,-0.0240258,0.0121165,0.0113812,0.0159078,0.0113643,0.00919351,0,0.171216,0.0150542,0.078711,0.291828,0.0788203,0.329639,0.33195,0.2091,0.243441,2.1261,1.97981
OU-III,seed,on,11,gerstner_H1.500,31.8377,0.00776912,-0.0240258,0.183032,0.0892068,0.301023,0.101309,0.0658782,0,0.939431,0.0803865,0.566316,1.53981,0.567006,0.354357,0.306931,0.297766,0.783308,1.1307,1.4257
OU-III,seed,on,11,gerstner_H4.000,32.7028,0.00363568,-0.0243782,0.892217,0.314336,1.07262,0.240357,0.178578,0,2.10224,0.203852,1.46764,3.60949,1.4709,0.390442,0.304006,0.462676,0.79466,1.19506,1.50217
OU-III,seed,on,11,gerstner_H8.500,35.8385,0.0236207,-0.0237273,2.51354,0.787511,2.55542,0.747531,0.363361,0,7.66802,0.419015,3.06514,12.2455,3.08196,0.480035,0.316224,0.78526,0.794706,1.62624,1.46966
OU-III,seed,on,11,cnoidal_H0.270,31.8377,0.00877056,-0.0240258,0.048467,0.0456746,0.030964,0.01055,0.0100585,0,0.152734,0.0377297,0.0522243,0.265023,0.052182,0.323609,0.262487,0.212893,0.103423,2.82939,3.17331
OU-III,seed,on,11,cnoidal_H1.500,31.8377,0.00852835,-0.0240258,0.42056,0.417297,0.230151,0.0144468,0.0159501,0,0.480908,0.463336,0.272238,0.849832,0.271661,0.322439,0.245452,0.284907,0.440418,2.65045,3.74863
OU-III,seed,on,11,cnoidal_H4.000,38.489,-0.00463352,-0.0221734,1.10966,1.13555,0.659043,0.0257129,0.038863,0,1.25343,1.33936,0.713867,2.3142,0.710129,0.326364,0.240013,0.515745,1.07194,3.39796,5.09907
OU-III,seed,on,11,cnoidal_H8.500,37.4638,0.0274301,-0.0229047,2.07764,2.14913,1.41758,0.0239158,0.0387853,0,2.53226,2.68347,1.47381,4.36921,1.49164,0.327598,0.211203,0.508752,0.684433,3.2746,4.1025
OU-III,seed,on,11,fenton_H0.270,31.8377,0.00343533,-0.0240354,0.0113762,0.0112747,0.0158745,0.0114523,0.0091569,0,0.137842,0.0148952,0.078717,0.2348,0.0787619,0.33011,0.332139,0.214312,0.240317,2.12605,1.98398
OU-III,seed,on,11,fenton_H1.500,31.8377,0.00688346,-0.0240354,0.211272,0.0873104,0.299977,0.0963333,0.0660374,0,0.904918,0.0787494,0.566739,1.54515,0.566402,0.358415,0.309251,0.308894,0.770646,1.06983,1.38153
OU-III,seed,on,11,fenton_H4.000,33.603,0.0179897,-0.0239435,0.890949,0.307826,1.06918,0.329424,0.175527,0,3.23176,0.200269,1.46837,4.97598,1.471,0.391911,0.305682,0.589669,0.809776,1.44746,1.51896
OU-III,seed,on,11,fenton_H8.500,35.3784,-0.000160093,-0.0233651,2.68874,0.768519,2.5493,0.829129,0.364995,0,4.64082,0.409049,3.06624,7.89319,3.08274,0.477496,0.300412,0.912407,0.793216,1.9923,1.47298
OU-III,seed,on,11,jonswap_H0.270,31.8377,0.00950747,-0.0240258,0.00855463,0.0089275,0.00935647,0.00875832,0.00837505,0.00416604,0.126638,0.0133793,0.0534438,0.204251,0.0544531,0.323904,0.24212,0.209877,0.112994,2.3828,1.38759
OU-III,seed,on,11,jonswap_H1.500,31.8377,0.00926047,-0.0240258,0.0931689,0.0686467,0.164757,0.0598117,0.0553381,0.0717971,0.619831,0.0674208,0.390972,1.07339,0.352913,0.333072,0.302618,0.244175,0.761365,1.0978,1.78559
OU-III,seed,on,11,jonswap_H4.000,31.8377,0.0093805,-0.0240258,0.279642,0.238502,0.588407,0.202669,0.153349,0.311768,1.46758,0.171522,1.04309,2.62072,0.831127,0.375847,0.285661,0.296336,0.651924,1.02745,2.36726
OU-III,seed,on,11,jonswap_H8.500,31.8377,-0.00156044,-0.0240258,0.966098,0.549087,1.3709,0.535192,0.402546,0.834738,2.2614,0.344978,2.15464,4.58702,1.74296,0.389766,0.193028,0.54542,0.564309,1.36447,1.09947
OU-III,seed,on,11,pmstokes_H0.270,31.8377,0.00958704,-0.0240258,0.00863351,0.00894584,0.00881326,0.00873368,0.00830707,0.00430301,0.126015,0.0133627,0.0499133,0.212097,0.0498557,0.32384,0.240198,0.209756,0.108267,2.39137,1.54357
OU-III,seed,on,11,pmstokes_H1.500,31.8377,0.0138383,-0.0240258,0.090761,0.0704152,0.15315,0.0598097,0.0555174,0.0700072,0.633465,0.0679127,0.385566,1.05032,0.347642,0.332681,0.289925,0.245463,0.702881,1.16181,1.5993
OU-III,seed,on,11,pmstokes_H4.000,31.8377,0.0161185,-0.0240258,0.296237,0.23895,0.560845,0.207221,0.16288,0.299666,1.64309,0.174565,1.04038,2.85325,0.84498,0.378038,0.307099,0.300335,0.524174,1.18114,1.39638
OU-III,seed,on,11,pmstokes_H8.500,31.8377,-0.000669554,-0.0240258,1.1066,0.581943,1.35069,0.635187,0.408569,0.791527,2.28776,0.358002,2.16784,5.32212,1.78784,0.41149,0.148995,0.532117,0.422703,1.6862,0.636778
OU-III,seed,on,23,gerstner_H0.270,31.8377,-0.00914515,-0.0488114,0.0120584,0.011529,0.0159078,0.0100072,0.00938691,0,0.188547,0.015004,0.078711,0.279481,0.0788203,0.54512,0.575369,0.0639984,0.473739,4.7268,5.16843
OU-III,seed,on,23,gerstner_H1.500,31.8377,-0.0126297,-0.0488114,0.177058,0.0861343,0.301023,0.10806,0.0892235,0,1.06702,0.0821001,0.566316,1.72505,0.567006,0.549299,0.706568,0.251764,1.0825,7.23686,9.44936
OU-III,seed,on,23,gerstner_H4.000,33.0729,-0.0187246,-0.0491325,0.856227,0.300787,1.07262,0.29083,0.281143,0,2.31064,0.209583,1.46764,3.85576,1.4709,0.548048,0.728712,0.472283,1.12302,7.40127,9.67738
OU-III,seed,on,23,gerstner_H8.500,35.7634,0.00100584,-0.0484286,2.49077,0.755655,2.55542,0.761122,0.630999,0,8.03405,0.429039,3.06514,12.8208,3.08196,0.537028,0.714995,0.838854,1.12229,7.4836,9.61291
OU-III,seed,on,23,cnoidal_H0.270,31.8377,-0.011742,-0.0488114,0.0478794,0.0453047,0.030964,0.0106847,0.0106417,0,0.175967,0.0379429,0.0522243,0.307222,0.052182,0.546434,0.619484,0.0799116,0.228781,3.7559,3.61074
OU-III,seed,on,23,cnoidal_H1.500,31.8377,-0.0119782,-0.0488114,0.420615,0.417549,0.230151,0.0404724,0.0369251,0,0.491578,0.464051,0.272238,0.882841,0.271661,0.549734,0.628703,0.24632,0.224945,4.07924,3.18208
OU-III,seed,on,23,cnoidal_H4.000,38.219,-0.0279526,-0.0472035,1.11299,1.13892,0.659043,0.0864969,0.0687393,0,1.25825,1.34085,0.713867,2.31944,0.710129,0.536157,0.610546,0.40827,0.762288,4.44099,2.15039
OU-III,seed,on,23,cnoidal_H8.500,37.6588,0.00541506,-0.0474989,2.07854,2.15278,1.41758,0.124809,0.116572,0,2.54085,2.68473,1.47381,4.42606,1.49164,0.531401,0.668901,0.502601,0.451571,4.38474,3.40282
OU-III,seed,on,23,fenton_H0.270,31.8377,-0.0170652,-0.048821,0.0124474,0.0114322,0.0158745,0.010748,0.00935359,0,0.17618,0.0148391,0.078717,0.355762,0.0787619,0.54465,0.576772,0.0745732,0.480068,4.82624,5.18448
OU-III,seed,on,23,fenton_H1.500,31.8377,-0.0136145,-0.048821,0.207447,0.0843156,0.299977,0.0935002,0.0890235,0,1.04139,0.0805391,0.566739,1.78819,0.566402,0.550131,0.705743,0.256391,1.08851,7.26746,9.44532
OU-III,seed,on,23,fenton_H4.000,33.858,-0.00357277,-0.0486078,0.85127,0.29333,1.06918,0.370998,0.278023,0,3.47229,0.205317,1.46837,5.34156,1.471,0.542382,0.716296,0.521076,1.11329,7.36896,9.60615
OU-III,seed,on,23,fenton_H8.500,35.4584,-0.0227596,-0.0482011,2.62294,0.73693,2.5493,0.905665,0.627318,0,4.98434,0.419595,3.06624,7.96895,3.08274,0.544356,0.735133,0.908218,1.0955,7.61338,9.5546
OU-III,seed,on,23,jonswap_H0.270,31.8377,-0.0110542,-0.0488114,0.00895826,0.00906396,0.00935647,0.00836761,0.00828933,0.00416604,0.148504,0.0128744,0.0534438,0.230655,0.0544531,0.545568,0.64291,0.0626093,0.295234,4.14432,3.23847
OU-III,seed,on,23,jonswap_H1.500,31.8377,-0.0111487,-0.0488114,0.0883308,0.064992,0.164757,0.0700326,0.065623,0.0717971,0.705661,0.0679127,0.390972,1.20432,0.352913,0.55216,0.663479,0.15079,0.98849,7.04242,8.12448
OU-III,seed,on,23,jonswap_H4.000,31.8377,-0.0112547,-0.0488114,0.294553,0.253855,0.588407,0.174773,0.155887,0.311768,1.65549,0.176371,1.04309,2.63655,0.831127,0.535923,0.632206,0.220874,0.890541,6.20219,5.74395
OU-III,seed,on,23,jonswap_H8.500,31.8377,-0.0216869,-0.0488114,0.898573,0.500853,1.3709,0.64635,0.501299,0.834738,2.71857,0.344509,2.15464,4.85633,1.74296,0.540864,0.776758,0.481309,0.76966,6.47343,6.98384
OU-III,seed,on,23,pmstokes_H0.270,31.8377,-0.0109724,-0.0488114,0.00901713,0.00907256,0.00881326,0.00838885,0.00823121,0.00430301,0.147405,0.0128729,0.0499133,0.235022,0.0498557,0.545544,0.643383,0.0629644,0.28639,4.09522,3.20997
OU-III,seed,on,23,pmstokes_H1.500,31.8377,-0.00656493,-0.0488114,0.0861219,0.0660525,0.15315,0.0668345,0.0639233,0.0700072,0.711854,0.068475,0.385566,1.16572,0.347642,0.55462,0.665495,0.150986,0.923917,6.67601,7.67111
OU-III,seed,on,23,pmstokes_H4.000,31.8377,-0.00449672,-0.0488114,0.316653,0.259999,0.560845,0.184767,0.1632,0.299666,1.82561,0.178783,1.04038,2.9591,0.84498,0.531206,0.591556,0.210786,0.742291,5.59504,4.57897
OU-III,seed,on,23,pmstokes_H8.500,31.8377,-0.0205245,-0.0488114,1.02363,0.516968,1.35069,0.741414,0.497694,0.791527,2.75197,0.357454,2.16784,5.32212,1.78784,0.559746,0.828248,0.471743,0.617569,5.7851,6.22208
OU-III,seed,on,202,gerstner_H0.270,31.8377,-0.0166483,-0.0581087,0.012091,0.011377,0.0159078,0.0111413,0.00916051,0,0.201934,0.0151553,0.078711,0.297991,0.0788203,0.230814,0.247387,0.269046,0.271471,1.63547,1.89503
OU-III,seed,on,202,gerstner_H1.500,31.8377,-0.0201721,-0.0581087,0.183659,0.0878744,0.301023,0.112816,0.0770909,0,1.10891,0.081529,0.566316,1.78538,0.567006,0.234452,0.355235,0.348191,0.90094,4.37216,6.55965
OU-III,seed,on,202,gerstner_H4.000,32.6078,-0.024261,-0.0584616,0.887617,0.308211,1.07262,0.272817,0.232254,0,2.53321,0.207479,1.46764,3.89409,1.4709,0.239551,0.373435,0.472087,0.944057,4.53976,6.81863
OU-III,seed,on,202,gerstner_H8.500,35.7334,-0.00723803,-0.0576103,2.51843,0.775121,2.55542,0.778771,0.506408,0,8.15422,0.427993,3.06514,13.0314,3.08196,0.284016,0.359883,0.75802,0.945426,4.72097,6.76928
OU-III,seed,on,202,cnoidal_H0.270,31.8377,-0.0192442,-0.0581087,0.0479128,0.0456152,0.030964,0.0105085,0.00971561,0,0.18647,0.0377453,0.0522243,0.325342,0.052182,0.232351,0.299011,0.263667,0.131054,0.56264,0.321142
OU-III,seed,on,202,cnoidal_H1.500,31.8377,-0.0194922,-0.0581087,0.42116,0.417658,0.230151,0.024771,0.0214493,0,0.494422,0.463254,0.272238,0.892665,0.271661,0.234595,0.314754,0.318488,0.444875,0.922505,0.941541
OU-III,seed,on,202,cnoidal_H4.000,38.1239,-0.0363961,-0.0564207,1.11453,1.13773,0.659043,0.0511478,0.0364213,0,1.25826,1.3395,0.713867,2.31928,0.710129,0.224474,0.310223,0.547739,1.0439,2.08523,2.31619
OU-III,seed,on,202,cnoidal_H8.500,37.7489,-0.00267122,-0.056503,2.07997,2.15292,1.41758,0.0693403,0.0599858,0,2.54146,2.68356,1.47381,4.43897,1.49164,0.220865,0.353468,0.522481,0.640984,1.9788,1.19011
OU-III,seed,on,202,fenton_H0.270,31.8377,-0.0245515,-0.0581183,0.013389,0.0112757,0.0158745,0.0143335,0.00912934,0,0.196437,0.0149872,0.078717,0.411802,0.0787619,0.229852,0.248796,0.256083,0.276336,1.84681,1.91487
OU-III,seed,on,202,fenton_H1.500,31.8377,-0.0210269,-0.0581183,0.214763,0.0860059,0.299977,0.102285,0.077144,0,1.09162,0.0799931,0.566739,1.8807,0.566402,0.236621,0.354624,0.324289,0.911757,4.41697,6.5782
OU-III,seed,on,202,fenton_H4.000,33.833,-0.0112724,-0.0577703,0.87158,0.301739,1.06918,0.383842,0.228262,0,3.57456,0.204209,1.46837,5.50679,1.471,0.24769,0.360753,0.542129,0.927731,4.57368,6.7104
OU-III,seed,on,202,fenton_H8.500,35.4784,-0.0309242,-0.0573904,2.68006,0.755869,2.5493,0.977254,0.502229,0,5.11664,0.417741,3.06624,8.0055,3.08274,0.277715,0.377486,0.92969,0.916245,4.97639,6.67263
OU-III,seed,on,202,jonswap_H0.270,31.8377,-0.0185252,-0.0581087,0.00880497,0.00897788,0.00935647,0.00905882,0.00829066,0.00416604,0.162841,0.0131419,0.0534438,0.252477,0.0544531,0.230829,0.323768,0.266742,0.134122,1.1939,1.3934
OU-III,seed,on,202,jonswap_H1.500,31.8377,-0.0185754,-0.0581087,0.0915827,0.0653233,0.164757,0.0668601,0.062971,0.0717971,0.736585,0.0676828,0.390972,1.24817,0.352913,0.234597,0.333833,0.297664,0.757871,4.36903,7.04497
OU-III,seed,on,202,jonswap_H4.000,31.8377,-0.0184741,-0.0581087,0.288463,0.24889,0.588407,0.187651,0.15257,0.311768,1.73089,0.174314,1.04309,2.73965,0.831127,0.23265,0.307211,0.343105,0.671088,3.45663,4.91126
OU-III,seed,on,202,jonswap_H8.500,31.8377,-0.0290559,-0.0581087,0.915946,0.504875,1.3709,0.593071,0.481636,0.834738,2.87892,0.344651,2.15464,5.11567,1.74296,0.24064,0.447526,0.560215,0.541381,3.82456,6.03443
OU-III,seed,on,202,pmstokes_H0.270,31.8377,-0.0184444,-0.0581087,0.00897269,0.0090004,0.00881326,0.0090685,0.00823556,0.00430301,0.162001,0.0131249,0.0499133,0.258696,0.0498557,0.231021,0.324398,0.267043,0.131493,1.12007,1.21058
OU-III,seed,on,202,pmstokes_H1.500,31.8377,-0.0139833,-0.0581087,0.088944,0.0664801,0.15315,0.0651364,0.0617828,0.0700072,0.740501,0.068241,0.385566,1.20591,0.347642,0.237742,0.338354,0.302237,0.693124,3.99152,6.61983
OU-III,seed,on,202,pmstokes_H4.000,31.8377,-0.0116562,-0.0581087,0.30694,0.251437,0.560845,0.194317,0.160581,0.299666,1.89959,0.176851,1.04038,3.06111,0.84498,0.229755,0.267268,0.355795,0.525396,2.79532,3.69801
OU-III,seed,on,202,pmstokes_H8.500,31.8377,-0.0278724,-0.0581087,1.05138,0.523132,1.35069,0.690211,0.48073,0.791527,2.91049,0.357303,2.16784,5.32212,1.78784,0.271198,0.501042,0.553302,0.397229,3.14033,5.27706
OU-III,seed,on,3033,gerstner_H0.270,31.8377,-0.0156724,-0.0569939,0.0122619,0.0115237,0.0159078,0.00989481,0.00919117,0,0.199215,0.0150215,0.078711,0.29412,0.0788203,0.024294,0.030804,0.0634839,0.478688,3.41161,3.18686
OU-III,seed,on,3033,gerstner_H1.500,31.8377,-0.0191409,-0.0569939,0.183575,0.0889235,0.301023,0.0823549,0.0658949,0,1.10183,0.0822099,0.566316,1.77528,0.567006,0.0373038,0.0397841,0.263578,1.07049,1.82802,1.08089
OU-III,seed,on,3033,gerstner_H4.000,32.6128,-0.0233787,-0.0573667,0.886766,0.313971,1.07262,0.193702,0.17842,0,2.50806,0.209397,1.46764,3.85955,1.4709,0.06436,0.0522548,0.502408,1.114,1.83642,1.16529
OU-III,seed,on,3033,gerstner_H8.500,35.7334,-0.00634913,-0.0564954,2.54385,0.789351,2.55542,0.521965,0.363296,0,8.09638,0.431273,3.06514,12.9416,3.08196,0.149513,0.0518434,0.831222,1.11214,2.07137,1.13965
OU-III,seed,on,3033,cnoidal_H0.270,31.8377,-0.0182695,-0.0569939,0.047771,0.0455399,0.030964,0.0107317,0.010475,0,0.184707,0.0379576,0.0522243,0.322905,0.052182,0.0250575,0.0752143,0.0797593,0.224797,4.24382,4.57967
OU-III,seed,on,3033,cnoidal_H1.500,31.8377,-0.018496,-0.0569939,0.420308,0.416713,0.230151,0.0171668,0.0208168,0,0.494552,0.464046,0.272238,0.891806,0.271661,0.0267473,0.0928366,0.247632,0.255076,4.0616,5.27846
OU-III,seed,on,3033,cnoidal_H4.000,38.1339,-0.0353015,-0.0553756,1.1115,1.13352,0.659043,0.033851,0.054224,0,1.25949,1.34068,0.713867,2.32246,0.710129,0.0285158,0.106933,0.408196,0.835079,4.4674,6.67768
OU-III,seed,on,3033,cnoidal_H8.500,37.7239,-0.00157573,-0.0555118,2.07351,2.14554,1.41758,0.0287407,0.0546392,0,2.54249,2.68456,1.47381,4.43734,1.49164,0.0250486,0.135368,0.501322,0.502246,4.54513,5.46435
OU-III,seed,on,3033,fenton_H0.270,31.8377,-0.0235913,-0.0570035,0.0131435,0.0114285,0.0158745,0.0105266,0.00915639,0,0.193761,0.0148545,0.078717,0.406121,0.0787619,0.0243538,0.0304895,0.0803628,0.48844,3.33144,3.16432
OU-III,seed,on,3033,fenton_H1.500,31.8377,-0.0201596,-0.0570035,0.216917,0.0869595,0.299977,0.0728201,0.0661201,0,1.0801,0.0806756,0.566739,1.86233,0.566402,0.0535627,0.0399949,0.282795,1.08332,1.75959,1.07428
